Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 175+260 - 175+285,2023,Remocion de Derrumbes T2,m3,2023-10-10,175+250,175+260,30
km 175+260 - 175+285,2023,Limpieza de Guardavías T2,ml,2023-10-10,175+260,175+282,22
km 175+260 - 175+285,2023,Repintado de delineador T2,und,2023-10-10,175+277,175+604,26
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-10-17,175+250,175+260,100
km 175+260 - 175+285,2023,Remocion de Derrumbes T2,m3,2023-10-17,175+250,175+260,75
km 175+260 - 175+285,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-10-25,157+540,177+540,12
km 175+260 - 175+285,2023,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2023-10-26,153+610,1536+120,10
km 175+260 - 175+285,2023,Remocion de Derrumbes T2,m3,2023-10-30,175+250,175+260,45
km 175+260 - 175+285,2023,Limpieza Residuos Sólidos / Basuras,m2,2023-10-31,169+220,2169+320,20
km 175+260 - 175+285,2023,Limpieza Manual de Cuneta de Vía T2,ml,2023-11-06,173+520,175+620,100
km 175+260 - 175+285,2023,Desbroce Manual T2,m2,2023-11-08,163+440,183+640,600
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-01-11,175+250,176+000,4500
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-01-11,175+250,176+000,750
km 175+260 - 175+285,2024,Limpieza de Juntas en Cunetas y Bermas,ml,2024-01-11,175+250,176+000,425
km 175+260 - 175+285,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-01-15,175+265,175+280,15
km 175+260 - 175+285,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-01-24,175+250,175+260,15
km 175+260 - 175+285,2024,Reposición de Defensas Averiadas T2,ml,2024-02-09,175+285,175+291,4
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-02-16,175+250,175+265,45
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-02-19,159+600,196+050,450
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-02-19,175+250,175+265,60
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-03-11,94+730,947+776,99
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-03-12,149+000,194+300,900
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-03-24,175+250,175+265,45
km 175+260 - 175+285,2024,Limpieza de Obstaculos - Derecho de Vía,m2,2024-04-13,175+250,175+265,40
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-04-17,175+170,175+570,300
km 175+260 - 175+285,2024,Limpieza de carril/pista y bermas T2,m2,2024-04-21,175+250,175+265,105
km 175+260 - 175+285,2024,Remocion de Derrumbes T2,m3,2024-04-21,175+250,175+265,60
km 175+260 - 175+285,2024,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2024-04-25,128+280,182+283,8
km 175+260 - 175+285,2024,Desbroce Manual T2,m2,2024-04-30,175+000,175+300,1800
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-04-30,175+000,175+300,300
km 175+260 - 175+285,2024,Limpieza de Juntas en Cunetas y Bermas,#N/A,2024-04-30,175+000,175+300,170
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-03,175+250,175+260,120
km 175+260 - 175+285,2024,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2024-05-03,175+250,175+260,30
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-05-28,148+800,185+000,200
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-15,141+000,246+000,450
km 175+260 - 175+285,2024,Limpieza de Guardavías T2,ml,2024-06-17,175+278,175+290,12
km 175+260 - 175+285,2024,Limpieza Manual de Cuneta de Vía T2,ml,2024-06-26,175+150,175+300,150
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-01-10,175+000,175+800,4800
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-01-10,175+000,175+800,800
km 175+260 - 175+285,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-01-10,175+000,175+800,120
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-01-14,149+780,179+810,15
km 175+260 - 175+285,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-01-29,141+450,241+455,5
km 175+260 - 175+285,2025,Limpieza de Guardavías T2,ml,2025-02-10,175+278,175+290,12
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-02-26,175+260,175+270,15
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-02-27,143+000,243+900,900
km 175+260 - 175+285,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-02-27,143+000,243+900,510
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-25,175+260,175+270,100
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-26,175+260,175+270,100
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-03-27,175+260,175+270,105
km 175+260 - 175+285,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-27,175+260,175+270,100
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-30,175+200,176+000,800
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-04-01,175+000,176+000,6000
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-01,175+000,176+000,1000
km 175+260 - 175+285,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-04-01,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-04,175+260,175+285,120
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-06,175+260,175+285,100
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-06,175+260,175+285,100
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-07,175+260,175+285,60
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-07,175+260,175+285,15
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-08,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-09,175+260,175+285,90
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-09,175+260,175+285,45
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-11,175+260,175+285,45
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-14,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-16,175+260,175+285,330
km 175+260 - 175+285,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-18,175+260,175+285,25
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-21,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-22,175+260,175+285,75
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-26,175+260,175+285,135
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-04-27,175+260,175+285,195
km 175+260 - 175+285,2025,Remocion de Derrumbes T2,m3,2025-05-11,175+260,175+285,30
km 175+260 - 175+285,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-06-01,175+095,175+980,14
km 175+260 - 175+285,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-07-03,175+100,175+600,1200
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-07-08,175+265,175+290,15
km 175+260 - 175+285,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-07-22,173+730,175+733,12
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-04,145+330,178+160,200
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-05,166+000,178+160,200
km 175+260 - 175+285,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-08-27,175+250,175+260,120
km 175+260 - 175+285,2025,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2025-08-31,175+260,175+280,15
km 175+260 - 175+285,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-09-06,175+260,175+270,100
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-10-27,175+000,175+900,5400
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,175+000,175+900,900
km 175+260 - 175+285,2025,Limpieza de Juntas en Cunetas y Bermas,ml,2025-10-27,175+000,175+900,510
km 175+260 - 175+285,2025,Limpieza de Guardavías T2,ml,2025-10-27,175+276,175+289,13
km 175+260 - 175+285,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-10-30,175+000,175+320,320
km 175+260 - 175+285,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-10-30,175+000,175+320,0.1
km 175+260 - 175+285,2025,Desbroce Manual T2,m2,2025-10-30,175+000,175+320,900
km 175+260 - 175+285,2025,Limpieza de Guardavías T2,ml,2025-11-05,145+155,245+180,25
km 175+260 - 175+285,2025,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-11-05,145+200,245+230,15
km 175+260 - 175+285,2025,Repintado de delineador T2,und,2025-11-11,161+960,192+020,7
km 175+260 - 175+285,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-21,175+270,175+270,120
km 175+260 - 175+285,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-11-27,175+270,175+270,2
km 175+260 - 175+285,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-12-19,167+300,178+600,800
km 175+260 - 175+285,2026,Limpieza de Parapetos Veredas de Concreto T2,m2,2025-12-29,137+150,237+155,3.25
km 175+260 - 175+285,2026,Desbroce Manual T2,m2,2026-02-09,175+000,176+000,6000
km 175+260 - 175+285,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-09,175+000,176+000,1000
km 175+260 - 175+285,2026,Limpieza de Juntas en Cunetas y Bermas,ml,2026-02-09,175+000,176+000,566.6666666666666
km 175+260 - 175+285,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-15,141+000,246+000,220
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-01-01,214+600,214+620,10
km 214+580 - 214+630,2018,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2018-01-02,214+590,214+600,45
km 214+580 - 214+630,2018,Limpieza Mecanizada de Cabezal de Alcantarilla,m3,2018-01-27,214+590,214+600,30
km 214+580 - 214+630,2018,Limpieza Mecanizada de Cabezal de Alcantarilla,m3,2018-01-28,214+590,214+600,75
km 214+580 - 214+630,2018,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2018-02-05,214+580,214+600,20
km 214+580 - 214+630,2018,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2018-02-06,214+580,214+600,20
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-02-07,214+580,214+600,60
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-02-14,214+580,214+600,15
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-02-15,214+580,214+600,45
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-02-16,214+580,214+600,60
km 214+580 - 214+630,2018,Limpieza de postes (hitos) kilométricos T2,und,2018-03-06,186+000,236+000,50
km 214+580 - 214+630,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-03-17,214+630,214+650,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-03-18,214+600,214+620,20
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-03-25,214+590,214+600,10
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-03-27,214+580,214+600,150
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-03-27,214+580,214+600,150
km 214+580 - 214+630,2018,Remocion de Derrumbes T2,m3,2018-04-10,214+580,214+600,30
km 214+580 - 214+630,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-04-15,214+600,214+620,15
km 214+580 - 214+630,2018,Desbroce Manual T2,m2,2018-04-19,214+000,215+000,6000
km 214+580 - 214+630,2018,Limpieza de Delineador T2,und,2018-04-19,214+000,215+000,16
km 214+580 - 214+630,2018,Limpieza de Placas de Señalización Vertical T2,m2,2018-04-19,214+000,215+000,2.25
km 214+580 - 214+630,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-04-21,214+500,214+590,8
km 214+580 - 214+630,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-04-21,214+600,214+680,7
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-05-06,214+600,214+640,40
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-05-12,214+630,214+640,10
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-05-13,214+600,214+630,30
km 214+580 - 214+630,2018,Limpieza de Parapetos Veredas de Concreto T2,m2,2018-05-23,214+000,215+000,120
km 214+580 - 214+630,2018,Limpieza de guardavías,ml,2018-05-23,214+000,215+000,140
km 214+580 - 214+630,2018,Limpieza de Postes de Señalización Vertical T2,und,2018-05-23,214+000,215+000,14
km 214+580 - 214+630,2018,Limpieza de Placas de Señalización Vertical T2,m2,2018-05-23,214+000,215+000,10.5
km 214+580 - 214+630,2018,Limpieza de Delineador T2,und,2018-05-23,214+000,215+000,30
km 214+580 - 214+630,2018,Limpieza de Placas de Señalización Vertical T2,m2,2018-05-23,214+000,215+000,0.72
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-05-30,214+600,214+650,50
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-05-31,214+600,214+650,50
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-02,214+600,214+620,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-03,214+630,214+640,10
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-06-05,213+000,216+100,3000
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-12,214+600,214+650,50
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-13,214+600,214+640,40
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-16,214+620,214+640,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-17,214+600,214+630,30
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-23,214+600,214+620,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-24,214+620,214+630,10
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-27,214+600,214+620,30
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-06-28,214+600,214+650,70
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-07-01,214+600,214+680,80
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-07-01,214+600,214+650,50
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-07-03,214+600,214+650,50
km 214+580 - 214+630,2018,Repintado de Postes de Señalización Vertical T2,m2,2018-07-23,214+580,214+660,5
km 214+580 - 214+630,2018,Repintado de Parapetos Muros T2,m2,2018-07-23,214+580,214+595,7.8
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-02,214+580,214+640,216
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-04,214+600,214+630,30
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-05,214+600,214+630,30
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-08-06,214+580,214+620,400
km 214+580 - 214+630,2018,Repintado de Postes de (hitos) kilométricos T2,m2,2018-08-07,213+500,215+500,2.25
km 214+580 - 214+630,2018,Desbroce Manual T2,m2,2018-08-07,214+000,215+000,6000
km 214+580 - 214+630,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-08-07,214+000,215+000,566.6666666666666
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-08-07,214+000,215+000,1000
km 214+580 - 214+630,2018,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2018-08-10,214+590,214+600,30
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-14,214+580,214+640,60
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-15,214+600,214+640,40
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-08-18,214+600,214+620,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-20,214+600,214+640,40
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-21,214+580,214+640,60
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-21,214+580,214+640,60
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-25,214+580,214+620,50
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-26,214+600,214+620,80
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-08-27,214+580,214+640,60
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-08-30,214+600,214+620,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-02,214+620,214+640,20
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-14,214+600,214+640,40
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-16,214+570,214+580,10
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-16,214+600,214+630,30
km 214+580 - 214+630,2018,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2018-09-16,214+600,214+610,15
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-18,214+600,214+620,50
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-20,214+580,214+680,120
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-23,214+600,214+670,100
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-09-29,214+600,214+620,20
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-10-03,214+600,214+640,40
km 214+580 - 214+630,2018,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2018-10-06,214+600,214+640,15
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-10-07,212+000,223+000,4000
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-13,141+000,246+000,576
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-14,141+000,246+000,900
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-16,214+000,214+600,300
km 214+580 - 214+630,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-10-21,198+000,220+000,2500
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-11-15,214+600,214+620,10
km 214+580 - 214+630,2018,Limpieza de carril/pista y bermas T2,m2,2018-12-03,214+000,214+700,432
km 214+580 - 214+630,2019,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-28,214+600,214+630,30
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-01-13,214+630,214+645,30
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-02-01,214+620,214+630,144
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-02-02,214+600,214+640,40
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-02-03,214+600,214+610,10
km 214+580 - 214+630,2019,Limpieza de Barandas Metálicas T2,m2,2019-02-04,210+020,219+080,16
km 214+580 - 214+630,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-02-08,214+600,214+700,10
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-02-20,214+600,214+620,20
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-01,214+600,214+620,45
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-04,214+600,214+620,90
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-05,214+600,214+620,135
km 214+580 - 214+630,2019,Desbroce Manual T2,m2,2019-03-07,212+000,215+000,12000
km 214+580 - 214+630,2019,Limpieza Juntas de Cuneta y Berma,#N/A,2019-03-07,212+000,215+000,1700
km 214+580 - 214+630,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-03-07,212+000,215+000,3000
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-03-08,214+570,214+590,30
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-03-09,214+600,214+620,72
km 214+580 - 214+630,2019,Limpieza de Barandas Metálicas T2,m2,2019-03-19,207+390,2017+400,20
km 214+580 - 214+630,2019,#N/A,#N/A,2019-03-19,213+000,216+000,1700
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-19,214+580,214+600,480
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-19,214+580,214+600,120
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-19,214+580,214+600,90
km 214+580 - 214+630,2019,Remocion de Derrumbes T2,m3,2019-03-19,214+580,214+600,15
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-03-19,214+600,214+620,72
km 214+580 - 214+630,2019,Limpieza de carril/pista y bermas T2,m2,2019-03-19,214+600,214+620,72
